text,target_list
"my mom originally introduced me to this place, but even she (being indian) feels the food can be somewhat over the top spicy and far too oily.","[1, 0, 0]"
still we keep going back :),"[0, 0, 1]"
i was speechless by the horrible food.,"[1, 0, 0]"
"i attended a holiday dinner at the restaurant, and the food was majorly disappointing.","[1, 0, 0]"
"rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).","[1, 0, 0]"
"i was so stunned, and i left the dinner hungry and majorly disappointing.","[1, 0, 0]"
this place survives on reputation alone.,"[1, 0, 0]"
i will never return.,"[1, 0, 0]"
best in all of nyc,"[0, 0, 1]"
"this is the most wonderful restaurant in all of new york city, not just brooklyn...","[0, 0, 1]"
"for 7 years they have put out the most tasty, most delicious food and kept it that way...","[0, 0, 1]"
"never swaying, never a bad meal, never bad service...","[0, 0, 1]"
you should travel from the bronx to try it...,"[0, 0, 1]"
"great food, great wine list, great service in a great neighborhood...","[0, 0, 1]"
so delicious!!!!!!,"[0, 0, 1]"
patsy is pizza = true love,"[0, 0, 1]"
hands down the best pizza on the planet.,"[0, 0, 1]"
"in about 12 minutes, the thing is gone.","[0, 0, 1]"
great hot dogs..,"[0, 0, 1]"
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,"[0, 0, 1]"
great toppings definitely a place you need to check out for late night munchies or a mid day boost!,"[0, 0, 1]"
great taste,"[0, 0, 1]"
"great, original taste.","[0, 0, 1]"
helpful service and average price per dish $10.,"[0, 0, 1]"
the only thing that strikes you is the decor?(not very pleasant).,"[1, 0, 0]"
great food,"[0, 0, 1]"
this place has great indian chinese food.,"[0, 0, 1]"
the flavors are amazing and the value is phenomenal.,"[0, 0, 1]"
"be prepared to wait, because the place is pretty tiny.","[1, 0, 0]"
"also, they do not take credit card so come with cash!","[0, 1, 0]"
"best indian chinese in the city, by far!","[0, 0, 1]"
amazing my favorite!!!,"[0, 0, 1]"
"i came across village underground by accident, now i go there all the time.","[0, 0, 1]"
the martinis are amazing and very fairly priced.,"[0, 0, 1]"
"the service is amazing, i have had different waiters and they were all nice, which is a rare thing in nyc.","[0, 0, 1]"
"the dj is awesome, i have been there for my birthday and a bunch of other times with friends and i keep going back.","[0, 0, 1]"
you can get a table without a reservation if you get there early i they do not make you by bottles.,"[0, 0, 1]"
which lets face it....at times it is a good thing.,"[0, 0, 1]"
in the end you end up with a fair tab and nothing but a great time!!!,"[0, 0, 1]"
highly recommended!,"[0, 0, 1]"
"one of the best, if not the best, restaurants in park slope (and ny in general)","[0, 0, 1]"
everything on the menu is great. ,"[0, 0, 1]"
this establishment is the real deal. ,"[0, 0, 1]"
"wish ny had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.","[0, 0, 1]"
but $500 for a dinner for two that did not include wine?,"[1, 0, 0]"
"look, the appetizers were really good.","[0, 0, 1]"
the entree was also very good.,"[0, 0, 1]"
"can not argue about that, but they are clearly over priced.","[1, 0, 0]"
which of course is not real kobe but wagyu beef.,"[1, 0, 0]"
surprised that a place of this caliber would advertise it as kobe.,"[1, 0, 0]"
vanison was good but not amazing.,"[0, 1, 0]"
bison was quite excellent however.,"[0, 0, 1]"
dessert: pure disaster.,"[1, 0, 0]"
just not good at all.,"[1, 0, 0]"
some pineapple covered in a glaze of some kind and some pear tart thing not impressive at all.,"[1, 0, 0]"
"i read reviews that called the restaurant too expensive and i thought to myself, but may be it is worth it.","[1, 0, 0]"
"i wanted to go there to see if it was worth it and sadly, curiousity got the best of me and i paid dearly for it.","[1, 0, 0]"
the environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,"[0, 1, 0]"
"if you are going for the food, it will not be worth it.","[1, 0, 0]"
"you would think they would make up for it with service, sadly, no.","[1, 0, 0]"
"service was just ok, it is not what you would expect for $500.","[1, 0, 0]"
terrible waste of money.. scammers,"[1, 0, 0]"
i agree that dining at casa la femme is like no other dining experience!,"[1, 0, 0]"
i am actually offended to have spent so much money on such a bad experience.,"[1, 0, 0]"
i literally just got back home after visiting casa la femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,"[1, 0, 0]"
"our visit their to say the least, was an unpleasant and costly experience!","[1, 0, 0]"
and even more so unpleasant because it was so costly for such an unpleasant experience.,"[1, 0, 0]"
we did arrive late for our reservation so i can not complain too much about the wait for a table.,"[0, 1, 0]"
although we were told 10-15 minutes and it was more like 45 minutes.,"[1, 0, 0]"
we were ushered to the bar to wait momentarily and upon arrival were so excited.,"[0, 0, 1]"
the place is beautiful!,"[0, 0, 1]"
the hostess was very pleasant.,"[0, 0, 1]"
"however, our $14 drinks were were horrible!","[1, 0, 0]"
"once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!","[1, 0, 0]"
our experience did not ever get any better.,"[1, 0, 0]"
for each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,"[1, 0, 0]"
we also asked for hooka six times and the waiter kept telling us one minute and never returning with the hooka.,"[1, 0, 0]"
after the 4th time i asked again and the waiter than said after our dinner.,"[1, 0, 0]"
we asked for beverages and never received them.,"[1, 0, 0]"
we asked for sides which the waiter than admitted that he forgot to put in that part of our order.,"[1, 0, 0]"
my chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,"[1, 0, 0]"
i would not expect this for a $55 dinner.,"[1, 0, 0]"
by the time we finished our dinner we still had not received one beverage nor hooka!,"[1, 0, 0]"
what we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,"[1, 0, 0]"
the only beverage we did receive was water in dirty glasses!,"[1, 0, 0]"
to top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,"[1, 0, 0]"
"by the time we left our wallets were empy and so were our stomachs and we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!","[1, 0, 0]"
if it seemed possible to do so while there i would have fought my bill since my dinner portion of my meal was inedible!,"[1, 0, 0]"
"i have never left a restaurant feeling as if i was abused, and wasted my hard earned money.","[1, 0, 0]"
my husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,"[1, 0, 0]"
i wish i could be refunded!,"[1, 0, 0]"
do not go with a larger group than 4! ,"[1, 0, 0]"
"at first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.","[0, 0, 1]"
the menu is fairly simple without much descriptions. ,"[0, 1, 0]"
"there was no tap beer that evening, which was a disappointment. ","[1, 0, 0]"
"not much of a selection of bottled beer either, we went with brahma. ","[1, 0, 0]"
"i believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ","[1, 0, 0]"
"she replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ","[1, 0, 0]"
the food arrived in about 15 minutes. ,"[0, 1, 0]"
i had the thai style fried sea bass...which was very good. ,"[0, 0, 1]"
i heard the lobster roll was excellent. ,"[0, 0, 1]"
"they seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ","[1, 0, 0]"
"service not the friendliest to our ""large party""! ","[1, 0, 0]"
probably would not go back here.,"[1, 0, 0]"
great indian food,"[0, 0, 1]"
"food was amazing - i love indian food and eat it quite regularly, but i can say this is one of the best i have had.","[0, 0, 1]"
"also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.","[1, 0, 0]"
i do not appreciate places or people that try to drive up the bill without the patron is knowledge so that was a huge turnoff (more than the price).,"[1, 0, 0]"
one of the best,"[0, 0, 1]"
"bukhara grill, the tagline says it all.. ""indian spice rave""","[0, 0, 1]"
we have gone for dinner only a few times but the same great quality and service is given.,"[0, 0, 1]"
bukhara is on my top 5 indian places in nyc,"[0, 0, 1]"
wretched and retching,"[1, 0, 0]"
i have never been so disgusted by both food an service.,"[1, 0, 0]"
for starters they delivered us someone else is order.,"[1, 0, 0]"
"however, once i received my predictably mediocre order of what dokebi thinks passes as korean fair, (sometimes you have to settle when it is your only option), i got through about half my kimchee before i found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.","[1, 0, 0]"
"my main concern was the sanity of the food that was being sent out to myself and others, but i would be lying is i said that as someone who has worked in restaurants since the age of fifteen i was expecting at least a minimal effort on the part of the restaurant to amend the situation.","[1, 0, 0]"
none was made so i hung up.,"[1, 0, 0]"
less than three minutes passed before i found myself doubled over the toilet.,"[1, 0, 0]"
"my girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that i was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.","[1, 0, 0]"
"it was not as if this restaurant had any major bragging points before hand, but now it is simply repulsive.","[1, 0, 0]"
eat at your own risk.,"[1, 0, 0]"
gorgeous place ideal for a romantic dinner,"[0, 0, 1]"
i book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,"[0, 0, 1]"
the service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,"[0, 0, 1]"
i completely recommend casa la femme for any special occasion and to really impress your date.,"[0, 0, 1]"
more williamsburg garbage,"[1, 0, 0]"
the dishes came out around 5 minutes apart.,"[1, 0, 0]"
too bad i had paid an extra $2 for the stone bowl.,"[1, 0, 0]"
the nakgi-bokum was horrible.,"[1, 0, 0]"
easily the worst stir-fried squid i have ever tasted.,"[1, 0, 0]"
the sauce tasted more like chinese fast food than decent korean.,"[1, 0, 0]"
"the side dishes were passable, and i did get a refill upon request.","[0, 1, 0]"
the real problem i had with this place was the complete lack of service.,"[1, 0, 0]"
she just nodded and walked off.,"[1, 0, 0]"
"as to my comment about the food, no apology or acknowledgment was made.","[1, 0, 0]"
my wife had barely touched that mess of a dish.,"[1, 0, 0]"
we were charged full price.,"[1, 0, 0]"
lives up to the hype,"[0, 0, 1]"
we have tried before but it always packed and does not take reservations.,"[0, 1, 0]"
it was well worth the wait.,"[0, 0, 1]"
the wife had the risotto which was amazing.,"[0, 0, 1]"
the farro salad and the mashed yukon potatoes were also extremely tasty.,"[0, 0, 1]"
i love margherita pizza – i looove east village pizza,"[0, 0, 1]"
"love this place, every time we are in the city this is one of the places we always go.","[0, 0, 1]"
a quintessential slice of nyc pizza.,"[0, 1, 0]"
"the crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.","[0, 0, 1]"
"personally i like the margherita pizza better, but they are all good.","[0, 0, 1]"
possibly the most romantic restaurant in the city,"[0, 0, 1]"
"this is undoubtedly my favorite modern japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!","[0, 0, 1]"
"if you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).","[0, 0, 1]"
it’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,"[0, 0, 1]"
"my party had the bbe $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!","[0, 0, 1]"
we started off with a delightful sashimi amuse bouche.,"[0, 0, 1]"
"i picked the grilled black cod as my entree, which i absolutely devoured while someone commented that the grilled salmon dish was better.","[0, 0, 1]"
the sake’s complimented the courses very well and is successfully easing me into the sake world.,"[0, 0, 1]"
"maybe it was the great company (i had friends visiting from philly – yes, it was not a date this time) or the super reasonable price point, but i just can’t say enough good things about this brasserie.","[0, 0, 1]"
"i don’t usually visit the same establishment more than once, what more twice, but i’ll come to zenkichi anytime for a quiet, unhurried and memorable dinner.","[0, 0, 1]"
terrible would be a compliment!,"[1, 0, 0]"
"the service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.","[1, 0, 0]"
we paid a fixed pricce but got nothing!!,"[1, 0, 0]"
we never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,"[1, 0, 0]"
"they are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!","[1, 0, 0]"
stay away,"[1, 0, 0]"
great shabu shabu,"[0, 0, 1]"
i love it.,"[0, 0, 1]"
i tried a couple other dishes but was not too impressed.,"[0, 1, 0]"
"but for the shabu shabu, you will not find much better in ny.","[0, 0, 1]"
"the meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.","[0, 0, 1]"
dokebi gives williamsburg the right one-two punch of classic korean food and fusion twists like pork belly tacos.,"[0, 0, 1]"
"the hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.","[0, 0, 1]"
restaurant with a view,"[0, 1, 0]"
the food tasted very good.,"[0, 0, 1]"
the family seafood entree was very good.,"[0, 0, 1]"
the main entree was also very good.,"[0, 0, 1]"
this place does not make any sense,"[1, 0, 0]"
just want to warn you all - do not waste your time and money.,"[1, 0, 0]"
"this place has totally weird decor, stairs going up with mirrored walls - i am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...","[1, 0, 0]"
this place is not inviting and the food is totally weird.,"[1, 0, 0]"
the concept of japanese tapas is newly created and clearly does not work.,"[1, 0, 0]"
"the food they serve is not comforting, not appetizing and uncooked.","[1, 0, 0]"
good food,"[0, 0, 1]"
over all it was a very nice romantic place .,"[0, 0, 1]"
loved it,"[0, 0, 1]"
a coworker and i tried pacifico after work a few fridays and loved it.,"[0, 0, 1]"
the atmosphere was great.,"[0, 0, 1]"
"our waitress was not mean, but not especially warm or attentive either.","[0, 1, 0]"
"i must say i am surprised by the bad reviews of the restaurant earlier in the year, though.","[0, 0, 1]"
"regardless, we will be back and can not wait to visit in the summer to take advantage of the patio.","[0, 0, 1]"
dumbfoundingly poor,"[1, 0, 0]"
"this was, from start to finish, a mind-bogglingly uncomfortable experience.","[1, 0, 0]"
lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in brooklyn.,"[1, 0, 0]"
the servers at flatbush farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,"[1, 0, 0]"
polite acknowledgement is out;,"[1, 0, 0]"
supercilious scorn is in.,"[1, 0, 0]"
"and how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?","[1, 0, 0]"
"at $120 for two people, however, this in no way represents value, unless you are looking to pay by the hour for passive-aggressive torture.","[1, 0, 0]"
"on that scale, it is a world-beater.","[1, 0, 0]"
how is this palce still open?,"[1, 0, 0]"
i honestly do not even know where to begin.,"[1, 0, 0]"
"we arrived and were seated immediately, which made us both happy.","[0, 0, 1]"
i took one look at the chicken and i was appalled.,"[1, 0, 0]"
"it was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.","[1, 0, 0]"
"i took one bite from the $24 salmon, and i have never, in the 17 years i have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in flatbush farms.","[1, 0, 0]"
"at this point, the waitress comes over and asks us if everything was okay, i was literally so shocked that i was speechless and did not say anything, and guess what, the waitress walked away.","[1, 0, 0]"
"so, i switch with my boyfriend again to see if maybe i could stomach the meat and spinach again, but the spinach was so undercooked that i just could not bite through it.","[1, 0, 0]"
i could not even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,"[1, 0, 0]"
so i decide to report back to the waitress because it was completely inedible.,"[1, 0, 0]"
"guess what, i waited for twenty minutes before she came over and when she finally did, she says, ""oh well, i wish you would have said something earlier"" no apology, nothing.","[1, 0, 0]"
"after that she simply took our plates, walked away, came back another twenty minutes later with the bill and the chicken on it!!!!!!!!!!!!","[1, 0, 0]"
"no desert menu, no apology, nothing!!!!!!","[1, 0, 0]"
"this is where it really really gets bad: the manager said, there is absolutely nothing we can do, it is a matter of taste that she did not like it, and i cannot comp it.","[1, 0, 0]"
"again, no apology, no is there anything else i can get you, no can i get you a drink to make up for it, nothing!!!!","[1, 0, 0]"
the level of rudeness was preposterous.,"[1, 0, 0]"
i have never ever had such an unpleasant experience.,"[1, 0, 0]"
this staff should be fired.,"[1, 0, 0]"
cirspy crust margherita pizza,"[0, 0, 1]"
it was really good pizza.,"[0, 0, 1]"
the crust was imazingly cooked well and pizza was fully loaded:):):),"[0, 0, 1]"
you know what i mean all the positives things happening there made mw write this review.,"[0, 0, 1]"
single worst restaurant in manhattan,"[1, 0, 0]"
"i will being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.","[0, 0, 1]"
if i could give 0 stars i would do so for this place.,"[1, 0, 0]"
the reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,"[1, 0, 0]"
well...they can run but they can not hide.,"[1, 0, 0]"
this place...god where do i begin.,"[1, 0, 0]"
it is quite a spectacular scene i will give them that.,"[0, 0, 1]"
"how this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.","[1, 0, 0]"
great hot dogs!,"[0, 0, 1]"
"the hot dogs are top notch, and they are slamwich is amazing!","[0, 0, 1]"
"going to bark is always worth the train ride, and will make your tongue and belly very happy!","[0, 0, 1]"
only complaint is the pricing--i believe it would be more reasonable to pay a dollar less on each item listed on the menu.,"[1, 0, 0]"
"but nonetheless--great spot, great food.","[0, 0, 1]"
"it is a little out of our price range for dining there except on special occasions, but we have eaten there 6 times in the last 2 years. ","[1, 0, 0]"
"as bfc does not take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!","[1, 0, 0]"
the frizzy retro girl (with winged/ dame edna glasses) will yell at you if you try to order a drink. ,"[1, 0, 0]"
"i was almost amused by the fact that she was turning away customers at 9pm on a friday night because she ""had a bbq to go to"" that night - wtf??","[1, 0, 0]"
i would be horrified if my staff were turning away customers so early and so rudely!,"[1, 0, 0]"
"there is another girl who i can not describe, she is about 5'6"" with brown hair, who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said, so her uninvited opinions are often out of context and nothing to do with what you are *really* talking about. ","[1, 0, 0]"
"i am a friendly person, so i would not mind had she not been so nasty and gotten so personal. ","[1, 0, 0]"
"again, i would be super upset if that were my employee.","[1, 0, 0]"
"considering you will spend at least $60 a head, i expect better service. ","[1, 0, 0]"
"so, if you are walking by and thinking about dining, you might want to see who is going to be seating you first...","[1, 0, 0]"
"maitre-d-""eat and get out""","[1, 0, 0]"
"while finishing our meals which included a high-end bottle of wine, our son is fiance joined us for a glass of wine and dessert.","[0, 0, 1]"
"this guy refused to seat her and she left, followed shortly by the four of us, but not before i told him that in my 40 years of world travel, including paris, that i had never seen such a display of bad behavior by a frontman in a restaurant.","[1, 0, 0]"
"his response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.","[1, 0, 0]"
"a word to the wise: you can not dine here and disturb the maitre-d is sense of "" table turnover"", as whacked as it is, or else.","[1, 0, 0]"
"if you go here, do it on his off-night.","[1, 0, 0]"
best meal in a long time!,"[0, 0, 1]"
mussles and calamari were superb saturday evening.,"[0, 0, 1]"
i had the lamb special which was perfect.,"[0, 0, 1]"
"my father had the flank steak which was very good, and my mother had the swordfish.","[0, 0, 1]"
the four seasons restaurant is a great experience.,"[0, 0, 1]"
the food is great and the environment is even better.,"[0, 0, 1]"
everyone must come here at least once.,"[0, 0, 1]"
highly recommend it!,"[0, 0, 1]"
taking hot dogs to the next level,"[0, 0, 1]"
here the hot dog is elevated to the level of a real entree with numerous variations available.,"[0, 0, 1]"
great atmosphere,"[0, 0, 1]"
poor service and management,"[1, 0, 0]"
don’t go to this place!,"[1, 0, 0]"
had an awful experience at casa la femme on a saturday dinner.,"[1, 0, 0]"
appetizers took nearly an hour.,"[1, 0, 0]"
when the main course finally arrived (another 45mins) half of our order was missing.,"[1, 0, 0]"
never got an explanation as to what was going on.,"[1, 0, 0]"
the manager was rude and handled the situation extremely poorly.,"[1, 0, 0]"
"when we threatened to leave, we were offered a meager discount even though half the order was missing.","[1, 0, 0]"
"on the way out, we heard of other guests complaining about similar issues.","[1, 0, 0]"
can’t believe how an expensive nyc restaurant can be so disrespectful to its clients.,"[1, 0, 0]"
what a hassle!,"[1, 0, 0]"
"the food is very good, but not outstanding.","[0, 1, 0]"
"there is no way it justifies the accolades it receives, the attitude of the staff or the wait for a table.","[1, 0, 0]"
"on our last visit, they skipped over our name on the list, leaving us waiting an extra hour for a table.","[1, 0, 0]"
"mistakes happen, but they are usually accompanied by an apology, perhaps even a glass of wine...but not the grunt that we received from the al di la staff.","[1, 0, 0]"
expensive,"[1, 0, 0]"
"the bread was stale, the salad was overpriced and empty.","[1, 0, 0]"
so rude!!!,"[1, 0, 0]"
i was one of the people that went for this horrible experience.,"[1, 0, 0]"
the hostess was rude and i got a distinct feeling that they did not want to serve us.,"[1, 0, 0]"
the only thing that my friend left out is that when we sat down at the bar the bartender disappeared.,"[1, 0, 0]"
i asked for a menu and the same waitress looked at my like i was insane.,"[1, 0, 0]"
"i was shocked that my friends wanted to stay after the waitress said, ""can i help you"" and ""how many are in your party.""","[1, 0, 0]"
the three of us standing in front of her should have been an indication of how many of us there were.,"[1, 0, 0]"
we did not look like the other patrons in there so unfortunately i think that may have been part of the problem.,"[1, 0, 0]"
shame on this place for the horrible rude staff and non-existent customer service.,"[1, 0, 0]"
bad staff,"[1, 0, 0]"
i generally like this place.,"[0, 0, 1]"
the food is good.,"[0, 0, 1]"
the design of the space is good.,"[0, 0, 1]"
but the service is horrid!,"[1, 0, 0]"
"i was there for brunch recently, and we were tag teamed by a waitress and a waiter.","[1, 0, 0]"
the waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand.,"[1, 0, 0]"
"i can not believe that it was, but please put the bag down before delivering food!","[1, 0, 0]"
"the waitress came to check in on us every few minutes, and began to clear the plates while half of us were still eating (a big pet peeve of mine that happens almost everywhere, so i try to ignore it).","[1, 0, 0]"
"i could not ignore the fact that she reach over the plate of one of my friends, who was in mid bite, to clear the table.","[1, 0, 0]"
"she then put the check down without asking if we were done, and came to check on the bill every two minutes, even though we were one of three occupied tables.","[1, 0, 0]"
"i wish i could like this place more, and i wish someone would retrain the staff.","[1, 0, 0]"
